TAGNT Mat-Jhn - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
TAGNT Act-Rev - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
(This is saved as 2  files because a single file too large for Hithub)
=================================================
All the words from standard Greek editions (NA27/28, TR, SBL, TH, Byz, WH, Treg) with translations, grammar, sources & variants marked with significance
=================================================================================================
Further explanation at: 	https://docs.google.com/document/d/1a24mPFzfAEkDbGvNXvmTzVk5NawntoEozYYAgzM5VmE/preview	
Spreadsheet version at: 	https://docs.google.com/spreadsheets/d/16Y1OCgWcqZndmWP3CA3YfYMPjwxIRb0UMQt-cSS8Wdw/edit#gid=0	
Word version at:	https://drive.google.com/file/d/1kSPJdBuRARV8bNIMK0T1B5MomWnL77ak/view?usp=sharing

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

=======================================================================

Summary of words included in the Amalgamated Greek NT:
=====================================
WORD TYPES:	USAGE IN BIBLES			EDITIONS				
=NA same TR	133304 words are translated in both traditional KJV and modern Bibles.			NA27/28 + TR + others all having the same meaning				
=NA diff TR	3922 words may translate differently in traditional and modern Bibles.			NA27/28 + others having the same meaning but there are.also .. 				| Variants = different meanings in TR + others
=NA not TR	761 words are translated in most modern Bibles but not in the KJV.			NA27/28 + others having the same meaning but not TR				
=TR+NIV/ESV not NA	227 words are translated in the KJV and in some modern Bibles.			TR + others having the same meaning but not NA27/28				
=TR not NA,NIV/ESV	3573 words are translated in the KJV but not in most modern Bibles.			TR + others having the same meaning but not NA27/28				
Not in NA or TR	245 words occur in early manuscripts but not translated in most Bibles.			Others having a word that is not found in TR or NA27/28				


FIELD DESCRIPTIONS:
==============

Ref: Versification used by SBL and all modern texts. Significantly different from KJV at Mat.17.14; 20.4; Mrk.3.19; 12.15; Luk.1.74; 6.17; 7.19; Act.2.10; 3.19; 4.6; 5.40; 9.29; 13.39; 19.41; 24.18; Rom.7.9; 9.11; 2Co.1.6; 8.13; 10.5; 13.13; 13.14; Gal.2.20; Eph.1.11; 2.15; 5.13; Php.2.8; Col.1.21; 1Th.1.3; 2.6; 2.11; Heb.3.9; 7.21; 12.23; 1Pe.3.15; Rev.2.27; 13.1; 17.10; 
Word Type: Source of the word, privileging NA, then TR. 
Greek: spelling based on NA28 for NA, then TR if not in NA, then other Eds if in neither.  Cases and final accents based on the punctuation which follows THGHT
English is based on Berean Study Bible, with permission, as at 1-July02019. This covered only NA words. Others supplied by Tyndale scholars, and the complete work was unified in many ways. 
Extended Strong: Extended with words not used in the KJV. Backwardly compatible with standard Strongs and NASB tagging, as defined in the Brief Lexicon at https://STEPBible\.github.io/STEPBible-Data/
Morphology: Based on James Tuaber, with addtional details by Tyndale scholars: persons added to Personal, Reflexive and Possessive pronouns; distinguish 2nd verbal forms (e.g. 2nd Aorist); distinguished betweeen "Passive", "Either middle or Passive", "Deponent"
 - some changes have been made, including: 
	ἐμοῦ  A-GSMN => P-1GS @ Jhn.016.015
	ευθυς =G2117 A-MNSM "straight" => G2112 ADV "immediately" @ Mat.003.016; Mat.013.20; Mat.013.21; Mrk.001.012; Mrk.001.028; Jhn.013.032; Jhn.019.034; Jhn.021.003
	V-PAI-3P changed to V-PAP-DPM except for  εισι[ν] (G1510) which is V-PAI-3P while οὖσι[ν] (G1510) is V-PAP-DPM
	τίς etc changed from I-NSM etc to X-MNSM etc at Act.025.014; 1Co.010.019; Heb.010.025, 27, 28; 11.040; 12.15x2, 16; 13.002; Jas.001.005, 7, 18, 23, 26; 2.014, 16, 18; 3.002; 5.013x2, 14x2; 5.019x2; 1Pe.002.019
	G4302 changed to G4277 when προειπον  is used, ie 45_Act.001.016-A, 49_Gal.005.021-A, 53_1Th.004.006-A
	G4302 changed to G4280 when προερέω is used, ie 41_Mat.024.025-A, 42_Mrk.013.023-INSTW, 42_Mrk.013.023-B, 46_Rom.009.029-A, 48_2Co.007.003-A, 48_2Co.013.002-A, 49_Gal.001.009-A, 59_Heb.004.007-IMNSTW, 59_Heb.010.015-B, 62_2Pe.003.002-A, 66_Jud.001.017-A, 
	ποῦ =G4225 => G4226 at 42_Mrk.015.047-A, 44_Jhn.001.039-A, 63_1Jn.002.011-A
Lexical form & Gloss: from the TBESG - Tyndale Brief lexicon of Extended Strongs for Greek at https://STEPBible\.github.io/STEPBible-Data/
Editions: those which use the same letters, though they may be accented or capitalised differently. Byz=Byzantine based on RP;  NA27=Nestle-Aland 27th ed; NA28 2012 (this is NOT the same as ECM Acts - see eg Act.1.10 ἐσθῆτι in ECM); TR= Textus Receptus; SBL= SBLGNT; Treg= Tregelles; WH= WH;  Tyn= Tyndale House GNT. 
Spanish is based on  Marvel Bible Project as on 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale scholars.
Sub-meanings: words with more than one meaning are supplied with a context-sensitive sub-meaning. Individuals and Places are identified as in TIPNR. Other are based on CSG (Context Sensitive Gloss) from Marvel Bible Project as at 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale House who also edited the CSG for words where sub-meanings  were not sufficiently detailed. 
Conjoined data: links words that might not be translated (eg articles and particles) with the word they are connected to, which are often separated by several other words. 


Reference + word	Word #	Greek	English Translation	Strongs	Grammar	Dictionary form	English gloss	Editions		Spelling variants	Meaning variants	Spanish Translation	Sub-meaning	Super-meaning	Conjoin word
44_Jhn.003.029	=NA same TR ~~	αὐτοῦ,	for him,	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	of him		«030:G0191	
44_Jhn.003.029	=NA same TR ~~	χαρᾷ	with joy	G5479	N-DSF	χαρά	joy	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	χαρᾷ		a regocijo	joy			
44_Jhn.003.029	=NA same TR ~~	χαίρει	rejoices	G5463	V-PAI-3S	χαίρω	to rejoice	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	χαίρει		está regocijando	rejoices			
44_Jhn.003.029	=NA same TR ~~	διὰ	because of	G1223	PREP	διά	through/because of	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	διὰ		por	through			
44_Jhn.003.029	=NA same TR ~~	τὴν	the	G3588	T-ASF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὴν		la	the		»042:G5456	
44_Jhn.003.029	=NA same TR ~~	φωνὴν	voice	G5456	N-ASF	φωνή	voice/sound	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	φωνὴν		voz	voice§2_voice			
44_Jhn.003.029	=NA same TR ~~	τοῦ	of the	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦ		de el	the		»046:G3566	
44_Jhn.003.029	=NA same TR ~~	νυμφίου.	bridegroom.	G3566	N-GSM	νυμφίος	bridegroom	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	νυμφίου		novio	bridegroom			
44_Jhn.003.029	=NA same TR ~~	αὕτη	This	G3778	D-NSF	οὗτος	this/he/she/it	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὕτη		esto	this		»060:G4137	
44_Jhn.003.029	=NA same TR ~~	οὖν	therefore,	G3767	CONJ	οὖν	therefore/then	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὖν		por lo tanto	then			
44_Jhn.003.029	=NA same TR ~~	ἡ	the	G3588	T-NSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἡ		el	the		»054:G5479	
44_Jhn.003.029	=NA same TR ~~	χαρὰ	joy	G5479	N-NSF	χαρά	joy	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	χαρὰ		regocijo	joy			
44_Jhn.003.029	=NA same TR ~~	ἡ	<the>	G3588	T-NSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἡ		el	the		»058:G1699	
44_Jhn.003.029	=NA same TR ~~	ἐμὴ	of mine,	G1699	S-1SNSF	ἐμός	my	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐμὴ		mío	my		«054:G5479	
44_Jhn.003.029	=NA same TR ~~	πεπλήρωται.	has been fulfilled.	G4137	V-RPI-3S	πληρόω	to fulfill	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πεπλήρωται		ha sido llenado a plenitud	to fulfill			
															
															
# Jhn.3.30	ἐκεῖνον	δεῖ	αὐξάνειν,	ἐμὲ	δὲ	ἐλαττοῦσθαι.									
#_Translation	Him	it behooves	to increase;	me	however	to decrease.									
#_Word=Grammar	G1565=D-ASM	G1210=V-PAI-3S	G0837=V-PAN	G1473=P-1AS	G1161=CONJ	G1642=V-PEN									
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.030	=NA same TR ~~	ἐκεῖνον	Him	G1565	D-ASM	ἐκεῖνος	that	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκεῖνον		Aquél	that		»004:G1210	
44_Jhn.003.030	=NA same TR ~~	δεῖ	it behooves	G1210	V-PAI-3S	δέω	to bind	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δεῖ		está siendo necesario	to bind			
44_Jhn.003.030	=NA same TR ~~	αὐξάνειν,	to increase;	G0837	V-PAN	αὐξάνω	to grow	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐξάνειν		estar aumentando	to grow			
44_Jhn.003.030	=NA same TR ~~	ἐμὲ	me	G1473	P-1AS	ἐγώ	I/we	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐμὲ		yo	me		»012:G1642	
44_Jhn.003.030	=NA same TR ~~	δὲ	however	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δὲ		pero	and			
44_Jhn.003.030	=NA same TR ~~	ἐλαττοῦσθαι.	to decrease.	G1642	V-PEN	ἐλαττόω	to make less	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐλαττοῦσθαι		estar siendo disminuido	to make less			
															
															
# Jhn.3.31	ὁ	ἄνωθεν	ἐρχόμενος	ἐπάνω	πάντων	ἐστίν.	ὁ	ὢν	ἐκ	τῆς	γῆς				
#_Translation	The [One]	from above	coming,	above	all	is.	The [one]	being	from	the	earth,				
#_Word=Grammar	G3588=T-NSM	G0509=ADV	G2064=V-PNP-NSM	G1883=PREP	G3956=A-GPN	G1510=V-PAI-3S	G3588=T-NSM	G1510=V-PAP-NSM	G1537=PREP	G3588=T-GSF	G1093=N-GSF				
#_Non-NA variants															
#_Jhn.3.31 cont.	ἐκ	τῆς	γῆς	ἐστιν	καὶ	ἐκ	τῆς	γῆς	λαλεῖ.	ὁ	ἐκ				
#_Translation	from	the	earth	is,	and	from	the	earth	speaks.	The [One]	from				
#_Word=Grammar	G1537=PREP	G3588=T-GSF	G1093=N-GSF	G1510=V-PAI-3S	G2532=CONJ	G1537=PREP	G3588=T-GSF	G1093=N-GSF	G2980=V-PAI-3S	G3588=T-NSM	G1537=PREP				
#_Non-NA variants															
#_Jhn.3.31 cont.	τοῦ	οὐρανοῦ	ἐρχόμενος	ἐπάνω	πάντων	ἐστίν·									
#_Translation	<the>	heaven	coming,	above	all	is.									
#_Word=Grammar	G3588=T-GSM	G3772=N-GSM	G2064=V-PNP-NSM	G1883=PREP	G3956=A-GPN	G1510=V-PAI-3S									
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.031	=NA same TR ~~	ὁ	The [One]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		El	the		»006:G2064	
44_Jhn.003.031	=NA same TR ~~	ἄνωθεν	from above	G0509	ADV	ἄνωθεν	from above/again	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἄνωθεν		desde arriba	from above			
44_Jhn.003.031	=NA same TR ~~	ἐρχόμενος	coming,	G2064	V-PNP-NSM	ἔρχομαι	to come/go	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐρχόμενος		estando viniendo	to come			
44_Jhn.003.031	=NA same TR ~~	ἐπάνω	above	G1883	PREP	ἐπάνω	above	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐπάνω		por encima de	above			
44_Jhn.003.031	=NA same TR ~~	πάντων	all	G3956	A-GPN	πᾶς	all	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πάντων		todos	all			
44_Jhn.003.031	=NA same TR ~~	ἐστίν.	is.	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐστίν		está siendo	is			
44_Jhn.003.031	=NA same TR ~~	ὁ	The [one]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	[that] which		»016:G1510	
44_Jhn.003.031	=NA same TR ~~	ὢν	being	G1510	V-PAP-NSM	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὢν		estando siendo	is			
44_Jhn.003.031	=NA same TR ~~	ἐκ	from	G1537	PREP	ἐκ	out from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκ		procedente de	from			
44_Jhn.003.031	=NA same TR ~~	τῆς	the	G3588	T-GSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῆς		la	the		»022:G1093	
44_Jhn.003.031	=NA same TR ~~	γῆς	earth,	G1093	N-GSF	γῆ	earth	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γῆς		tierra	earth§3_planet			
44_Jhn.003.031	=NA same TR ~~	ἐκ	from	G1537	PREP	ἐκ	out from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκ		procedente de	out of			
44_Jhn.003.031	=NA same TR ~~	τῆς	the	G3588	T-GSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῆς		la	the		»028:G1093	
44_Jhn.003.031	=NA same TR ~~	γῆς	earth	G1093	N-GSF	γῆ	earth	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γῆς		tierra	earth§3_planet			
44_Jhn.003.031	=NA same TR ~~	ἐστιν	is,	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+Treg+TR+Byz+NIV , WH	ἐστιν , ἐστὶν		está siendo	to be			
44_Jhn.003.031	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
44_Jhn.003.031	=NA same TR ~~	ἐκ	from	G1537	PREP	ἐκ	out from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκ		procedente de	out of			
44_Jhn.003.031	=NA same TR ~~	τῆς	the	G3588	T-GSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῆς		la	the		»038:G1093	
44_Jhn.003.031	=NA same TR ~~	γῆς	earth	G1093	N-GSF	γῆ	earth	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γῆς		tierra	earth§3_planet			
44_Jhn.003.031	=NA same TR ~~	λαλεῖ.	speaks.	G2980	V-PAI-3S	λαλέω	to speak	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λαλεῖ		está hablando	speaks			
44_Jhn.003.031	=NA same TR ~~	ὁ	The [One]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	[that] which		»050:G2064	
44_Jhn.003.031	=NA same TR ~~	ἐκ	from	G1537	PREP	ἐκ	out from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκ		procedente de	from			
44_Jhn.003.031	=NA same TR ~~	τοῦ	<the>	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦ		el	the		»048:G3772	
44_Jhn.003.031	=NA same TR ~~	οὐρανοῦ	heaven	G3772	N-GSM	οὐρανός	heaven	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐρανοῦ		cielo	heaven			
44_Jhn.003.031	=NA same TR ~~	ἐρχόμενος	coming,	G2064	V-PNP-NSM	ἔρχομαι	to come/go	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐρχόμενος		estando viniendo	to come			
44_Jhn.003.031	=NA same TR ~~	ἐπάνω	above	G1883	PREP	ἐπάνω	above	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐπάνω		por encima de	above			
44_Jhn.003.031	=NA same TR ~~	πάντων	all	G3956	A-GPN	πᾶς	all	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πάντων		todos	all			
44_Jhn.003.031	=NA same TR ~~	ἐστίν·	is.	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐστίν		está siendo	is			
															
															
# Jhn.3.32	καὶ	ὃ	ἑώρακεν	καὶ	ἤκουσεν,	τοῦτο	μαρτυρεῖ,	καὶ	τὴν	μαρτυρίαν	αὐτοῦ				
#_Translation	and	What	He has seen	and	heard,	this	He testifies;	and	the	testimony	of Him,				
#_Word=Grammar	G2532=CONJ	G3739=R-ASN	G3708=V-RAI-3S	G2532=CONJ	G0191=V-AAI-3S	G3778=D-ASN	G3140=V-PAI-3S	G2532=CONJ	G3588=T-ASF	G3141=N-ASF	G0846=P-GSM				
#_Non-NA variants															
#_Jhn.3.32 cont.	οὐδεὶς	λαμβάνει.													
#_Translation	no one	receives.													
#_Word=Grammar	G3762=A-NSM-N	G2983=V-PAI-3S													
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.032	=TR not NA or NIV/ESV «»	καὶ	and	G2532	CONJ	καί	and	TR+Byz	καὶ		y	and			
44_Jhn.003.032	=NA same TR ~~	ὃ	What	G3739	R-ASN	ὅς, ἥ	which	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὃ		Cual (cosa)	which		»004:G3708	
44_Jhn.003.032	=NA same TR ~~	ἑώρακεν	He has seen	G3708	V-RAI-3S	ὁράω	to see	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἑώρακεν		ha visto	to see§1_see			
44_Jhn.003.032	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
44_Jhn.003.032	=NA same TR ~~	ἤκουσεν,	heard,	G0191	V-AAI-3S	ἀκούω	to hear	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἤκουσεν		oyó	to hear			
44_Jhn.003.032	=NA same TR ~~	τοῦτο	this	G3778	D-ASN	οὗτος	this/he/she/it	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦτο		esto	this		»012:G3140	
44_Jhn.003.032	=NA same TR ~~	μαρτυρεῖ,	He testifies;	G3140	V-PAI-3S	μαρτυρέω	to testify	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαρτυρεῖ		está dando testimonio	to testify			
44_Jhn.003.032	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
44_Jhn.003.032	=NA same TR ~~	τὴν	the	G3588	T-ASF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὴν		el	the		»018:G3141	
44_Jhn.003.032	=NA same TR ~~	μαρτυρίαν	testimony	G3141	N-ASF	μαρτυρία	testimony	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαρτυρίαν		testimonio	testimony			
44_Jhn.003.032	=NA same TR ~~	αὐτοῦ	of Him,	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«018:G3141	
44_Jhn.003.032	=NA same TR ~~	οὐδεὶς	no one	G3762	A-NSM-N	οὐδείς	none	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐδεὶς		nadie	no one			
44_Jhn.003.032	=NA same TR ~~	λαμβάνει.	receives.	G2983	V-PAI-3S	λαμβάνω	to take	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λαμβάνει		está recibiendo	to take			
															
															
# Jhn.3.33	ὁ	λαβὼν	αὐτοῦ	τὴν	μαρτυρίαν	ἐσφράγισεν	ὅτι	ὁ	θεὸς	ἀληθής	ἐστιν.				
#_Translation	The [one]	having received	His	<the>	testimony	has set his seal	that	<the>	God	true	is.				
#_Word=Grammar	G3588=T-NSM	G2983=V-2AAP-NSM	G0846=P-GSM	G3588=T-ASF	G3141=N-ASF	G4972=V-AAI-3S	G3754=CONJ	G3588=T-NSM	G2316=N-NSM	G0227=A-NSM	G1510=V-PAI-3S				
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.033	=NA same TR ~~	ὁ	The [one]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		El	[that] which		»004:G2983	
44_Jhn.003.033	=NA same TR ~~	λαβὼν	having received	G2983	V-2AAP-NSM	λαμβάνω	to take	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λαβὼν		habiendo tomado	to take			
44_Jhn.003.033	=NA same TR ~~	αὐτοῦ	His	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«004:G2983	
44_Jhn.003.033	=NA same TR ~~	τὴν	<the>	G3588	T-ASF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὴν		el	the		»010:G3141	
44_Jhn.003.033	=NA same TR ~~	μαρτυρίαν	testimony	G3141	N-ASF	μαρτυρία	testimony	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαρτυρίαν		testimonio	testimony			
44_Jhn.003.033	=NA same TR ~~	ἐσφράγισεν	has set his seal	G4972	V-AAI-3S	σφραγίζω	to seal	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐσφράγισεν		selló	to seal			
44_Jhn.003.033	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«012:G4972	
44_Jhn.003.033	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»018:G2316	
44_Jhn.003.033	=NA same TR ~~	θεὸς	God	G2316	N-NSM	θεός	God	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θεὸς		Dios	God			
44_Jhn.003.033	=NA same TR ~~	ἀληθής	true	G0227	A-NSM	ἀληθής	true	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀληθής		VERDADERO	true			
44_Jhn.003.033	=NA same TR ~~	ἐστιν.	is.	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐστιν		está siendo	is			
															
															
# Jhn.3.34	ὃν	γὰρ	ἀπέστειλεν	ὁ	θεός,	τὰ	ῥήματα	τοῦ	θεοῦ	λαλεῖ·	οὐ				
#_Translation	He whom	for	sent	<the>	God,	the	declarations	<the>	of God	speaks,	not				
#_Word=Grammar	G3739=R-ASM	G1063=CONJ	G0649=V-AAI-3S	G3588=T-NSM	G2316=N-NSM	G3588=T-APN	G4487=N-APN	G3588=T-GSM	G2316=N-GSM	G2980=V-PAI-3S	G3756=PRT-N				
#_Non-NA variants															
#_Jhn.3.34 cont.	γὰρ	ἐκ	μέτρου	δίδωσιν	ὁ	θεὸς	τὸ	πνεῦμα.							
#_Translation	for	by	measure	He gives	<the>	God	the	Spirit.							
#_Word=Grammar	G1063=CONJ	G1537=PREP	G3358=N-GSN	G1325=V-PAI-3S	G3588=T-NSM	G2316=N-NSM	G3588=T-ASN	G4151=N-ASN							
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.034	=NA same TR ~~	ὃν	He whom	G3739	R-ASM	ὅς, ἥ	which	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὃν		A quien	whom		»006:G0649	
44_Jhn.003.034	=NA same TR ~~	γὰρ	for	G1063	CONJ	γάρ	for	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γὰρ		porque	for			
44_Jhn.003.034	=NA same TR ~~	ἀπέστειλεν	sent	G0649	V-AAI-3S	ἀποστέλλω	to send	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀπέστειλεν		envió como emisario	to send			
44_Jhn.003.034	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»010:G2316	
44_Jhn.003.034	=NA same TR ~~	θεός,	God,	G2316	N-NSM	θεός	God	Tyn , NA27+NA28+SBL+WH+Treg+TR+Byz+NIV	θεός , θεὸς		Dios	God			
